period,source item,cost,source
2019-09,DSW,612,Swisscom
2019-02,DSW,202,Swisscom
2019-04,DSC,33,Swisscom
2019-09,TMA,13,Swisscom
2019-04,SAMS,76,Swisscom
2019-08,PYTHIA,710,Group Technology Management
2019-03,PYTHIA,107,Group Technology Management
2019-05,WATSONEXP,170,Group Technology Management
2019-07,DSC,4826,Group Technology Management
2019-03,DATAROBOT,411,Group Technology Management
2019-02,DOCSEARCH,170,Group Technology Management
2019-07,TMA,170,Group Technology Management
2019-01,BCHART,170,Group Technology Management
2019-06,SISLAB,0,Azure
2019-07,GEORE1,81,Azure
2019-03,INSIGHTSRE,120,Swisscom
2019-02,PYTHIA,9,Swisscom
2019-01,SISLAB,104,Swisscom
2017-03,TMA,2861,Utilization
2018-06,DNA,3341,Utilization
2019-06,DNA,1671,Utilization
2019-02,DNA,170,Group Technology Management
2019-04,TMA,170,Group Technology Management
2019-06,OCR,170,Group Technology Management
2019-07,DSW,9356,Group Technology Management
2018-01,TMA,4087,Utilization
2018-11,DSW,1671,Utilization
2019-06,SISLAB,265,Swisscom
2019-06,DSW,1835,Swisscom
2019-06,PYTHIA,0,Azure
2019-02,TMA,0,Azure
2019-03,TMA,84,Azure
2019-05,SISLAB,17,Azure
2018-02,DOCSEARCH,20611,Utilization
2019-01,DSW,4399,Utilization
2019-09,PYTHIA,4764,Utilization
2018-06,DSW,0,Utilization
2018-08,INSIGHTSRE,978,Utilization
2017-07,DSW,1671,Utilization
2019-05,PYTHIA,608,Utilization
2019-03,SAMS,41,Utilization
2019-03,PYTHIA,2,Swisscom
2019-02,DSW,5964,Swisscom
2019-05,INSIGHTSRE,34,Swisscom
2019-03,DATAROBOT,651,Swisscom
2019-01,DSW,2698,Group Technology Management
2019-04,SAMS,170,Group Technology Management
2019-07,TMA,170,Group Technology Management
2019-09,DSW,170,Group Technology Management
2019-02,SISLAB,22,Azure
2019-02,GEORE1,0,Azure
2019-03,GEORE1,0,Azure
2019-03,INSIGHTSRE,23341,Utilization
2019-09,OCR,5434,Utilization
2019-05,DSW,1905,Utilization
2019-05,PYTHIA,857,Utilization
2019-07,TMA,1195,Swisscom
2019-04,PYTHIA,81,Swisscom
2019-07,TMA,96,Swisscom
2019-06,DOCSEARCH,170,Group Technology Management
2019-06,GEORE1,170,Group Technology Management
2019-09,DATAROBOT,414,Group Technology Management
2019-09,TMA,0,Azure
2019-07,SISLAB,2,Azure
2019-09,TMA,0,Azure
2019-07,GEORE1,0,Azure
2019-02,SISLAB,26,Azure
2019-01,DATAROBOT,536,Swisscom
2019-07,DSW,478,Swisscom
2019-04,INSIGHTSRE,23,Swisscom
2019-09,SISLAB,170,Group Technology Management
2019-06,DATAROBOT,170,Group Technology Management
2019-03,GEORE1,170,Group Technology Management
2019-05,SFILE,24,Group Technology Management
2017-06,DNA,25425,Utilization
2018-08,DOCSEARCH,22382,Utilization
2017-09,DNA,18003,Utilization
2018-07,DSW,12480,Utilization
2019-05,OCR,11411,Utilization
2018-07,DOCSEARCH,15619,Utilization
2017-03,OCR,10949,Utilization
2017-07,TMA,2044,Utilization
2017-11,DSW,1671,Utilization
2018-10,DSW,835,Utilization
2019-05,GEORE1,0,Azure
2019-02,SISLAB,0,Azure
2019-05,GEORE1,0,Azure
2018-11,TMA,33814,Utilization
2018-07,DSW,3910,Utilization
2018-05,DNA,5636,Utilization
2017-02,TMA,3958,Utilization
2018-09,DNA,1671,Utilization
2017-04,OCR,409,Utilization
2018-06,DSW,1198,Utilization
2019-09,TMA,170,Group Technology Management
2019-07,DOCPROXY,170,Group Technology Management
2019-07,DSW,170,Group Technology Management
2019-08,OCR,170,Group Technology Management
2019-06,DOCSEARCH,550,Group Technology Management
2019-04,SISLAB,0,Azure
2019-02,GEORE1,51,Azure
2019-01,SISLAB,2,Azure
2019-03,SISLAB,327,Azure
2019-03,LHTI,284,Swisscom
2019-07,TMA,1382,Group Technology Management
2019-08,DNA,170,Group Technology Management
2019-04,LHTI,170,Group Technology Management
2019-04,GEORE1,0,Azure
2019-07,TMA,172,Azure
2019-01,SISLAB,22,Azure
2019-04,SISLAB,3,Azure
2019-07,SISLAB,6,Azure
2019-06,SISLAB,1,Azure
2019-09,INSIGHTSRE,21912,Utilization
2018-03,TMA,4087,Utilization
2017-04,OCR,10325,Utilization
2018-08,PYTHIA,5240,Utilization
2018-12,DSW,0,Utilization
2019-02,DOCSEARCH,572,Utilization
2019-08,TMA,72,Swisscom
2019-02,LHTI,261,Swisscom
2019-08,LHTI,288,Swisscom
2019-03,OCR,1003,Swisscom
2019-02,DSW,31,Swisscom
2019-07,DSW,25,Swisscom
2019-07,INSIGHTSRE,5,Swisscom
2019-02,DATAROBOT,1533,Swisscom
2019-07,DSW,2933,Utilization
2019-08,DSW,0,Utilization
2019-02,LHTI,170,Group Technology Management
2019-02,WAEXI,170,Group Technology Management
2019-02,DOCSEARCH,170,Group Technology Management
2019-04,PYTHIA,170,Group Technology Management
2019-04,VISREPBOXI,0,Group Technology Management
2019-06,SISLAB,0,Azure
2019-01,SISLAB,0,Azure
2019-01,TMA,2,Azure
2017-04,DSW,1466,Utilization
2019-05,INSIGHTSRE,3260,Utilization
2019-06,OCR,409,Utilization
2018-07,SAMS,483,Utilization
2019-04,GEORE1,51,Azure
2019-05,SISLAB,1,Azure
2019-01,LHTI,170,Group Technology Management
2019-03,SAMS,170,Group Technology Management
2019-04,DSW,170,Group Technology Management
2019-06,DOCSEARCH,170,Group Technology Management
2019-04,DSW,170,Group Technology Management
2019-08,DSW,170,Group Technology Management
2019-01,PYTHIA,170,Group Technology Management
2019-02,DSC,4215,Group Technology Management
2019-07,TMA,10,Swisscom
2019-06,PYTHIA,831,Swisscom
2019-01,SAMS,18,Swisscom
2019-09,DSW,4398,Group Technology Management
2019-02,TMA,1324,Group Technology Management
2019-08,VISREPBOXI,0,Group Technology Management
2019-06,SAMS,18,Swisscom
2019-04,GEORE1,0,Azure
2019-06,SISLAB,0,Azure
2019-06,SISLAB,0,Azure
2019-02,SISLAB,0,Azure
2017-10,DOCSEARCH,19805,Utilization
2019-07,SAMS,117,Group Technology Management
2019-08,OCR,187,Group Technology Management
2019-01,SISLAB,170,Group Technology Management
2019-08,DOCSEARCH,170,Group Technology Management
2019-06,DSW,170,Group Technology Management
2019-09,SISLAB,0,Azure
2019-08,GEORE1,0,Azure
2019-01,GEORE1,0,Azure
2017-04,DNA,27761,Utilization
2018-09,OCR,11955,Utilization
2017-08,OCR,409,Utilization
2019-01,DSW,716,Swisscom
2019-08,DSW,29,Swisscom
2019-05,PYTHIA,66,Swisscom
2019-01,TMA,170,Group Technology Management
2019-02,TMA,1871,Group Technology Management
2019-02,PYTHIA,3716,Utilization
2019-03,DNA,1524,Utilization
2019-08,PYTHIA,79,Swisscom
2019-02,PYTHIA,4,Swisscom
2019-05,PYTHIA,861,Swisscom
2019-08,SISLAB,41,Swisscom
2019-01,SISLAB,0,Azure
2019-04,SISLAB,34,Azure
2019-03,SISLAB,0,Azure
2019-02,SISLAB,21,Azure
2019-01,PYTHIA,0,Azure
2019-08,TMA,1871,Group Technology Management
2019-05,VISREPBOXI,2146,Group Technology Management
2019-06,SISLAB,5,Azure
2019-06,GEORE1,0,Azure
2019-08,TMA,0,Azure
2019-01,SISLAB,8,Azure
2019-03,DATAROBOT,582,Swisscom
2019-07,TMA,255,Swisscom
2019-02,INSIGHTSRE,7966,Utilization
2019-02,TMA,2639,Utilization
2019-04,DOCSEARCH,572,Utilization
2018-07,PYTHIA,489,Utilization
2019-01,GEORE1,1,Azure
2019-02,TMA,0,Azure
2019-03,SISLAB,0,Azure
2019-07,GEORE1,3,Azure
2019-06,GEORE1,0,Azure
2019-09,DOCPROXY,170,Group Technology Management
2019-02,SAMS,77,Group Technology Management
2019-08,DNA,170,Group Technology Management
2019-02,WAEXI,26,Swisscom
2019-03,TMA,1226,Utilization
2018-03,DOCSEARCH,817,Utilization
2018-02,DSW,0,Utilization
2018-11,SAMS,644,Utilization
2019-08,SISLAB,0,Azure
2019-01,GEORE1,0,Azure
2019-06,PYTHIA,0,Azure
2019-09,SISLAB,0,Azure
2019-04,SISLAB,22,Azure
2019-08,INSIGHTSRE,1915,Swisscom
2019-09,SAMS,4,Swisscom
2019-04,PYTHIA,193,Swisscom
2019-09,SISLAB,6,Swisscom
2019-07,INSIGHTSRE,1098,Group Technology Management
2019-01,PYTHIA,710,Group Technology Management
2019-03,SISLAB,18492,Group Technology Management
2019-09,PYTHIA,98,Swisscom
2019-03,INSIGHTSRE,155,Swisscom
2019-09,PYTHIA,65,Swisscom
2019-07,SISLAB,20,Swisscom
2018-08,TMA,22704,Utilization
2018-11,DSW,2444,Utilization
2018-05,INSIGHTSRE,409,Utilization
2019-08,DOCPROXY,170,Group Technology Management
2019-09,SISLAB,11,Azure
2019-08,SISLAB,0,Azure
2019-06,PYTHIA,0,Azure
2019-09,GEORE1,0,Azure
2019-04,SISLAB,6,Azure
2019-06,OCR,924,Swisscom
2019-05,TMA,11,Swisscom
2019-08,PYTHIA,2,Swisscom
2019-08,DSW,1719,Swisscom
2019-05,DSW,1056,Swisscom
2019-09,OCR,550,Group Technology Management
2019-07,SFILE,24,Group Technology Management
2019-06,SFILE,170,Group Technology Management
2019-05,INSIGHTSRE,733,Utilization
2019-05,SISLAB,2,Azure
2019-06,PYTHIA,19,Azure
2019-08,SISLAB,40,Azure
2019-01,PYTHIA,9977,Utilization
2018-12,INSIGHTSRE,6682,Utilization
2019-07,DOCSEARCH,572,Utilization
2019-09,SISLAB,0,Azure
2019-06,GEORE1,28,Azure
2019-09,SISLAB,1,Azure
2019-03,INSIGHTSRE,436,Swisscom
2019-01,PYTHIA,222,Swisscom
2019-05,DATAROBOT,593,Swisscom
2019-03,SAMS,78,Swisscom
2019-02,DNA,170,Group Technology Management
2019-02,INSIGHTSRE,170,Group Technology Management
2019-07,WATSONEXP,170,Group Technology Management
2019-08,VISREPBOXI,2146,Group Technology Management
2019-05,SAMS,1,Swisscom
2019-01,SAMS,55,Swisscom
2019-05,INSIGHTSRE,515,Swisscom
2019-08,INSIGHTSRE,210,Swisscom
2019-08,DSW,73,Swisscom
2019-08,DSC,2482,Swisscom
2019-08,INSIGHTSRE,189,Swisscom
2017-02,OCR,6521,Utilization
2018-12,OCR,1226,Utilization
2019-02,GEORE1,0,Azure
2019-06,SISLAB,0,Azure
2019-06,TMA,0,Azure
2019-09,SISLAB,9,Azure
2019-03,INSIGHTSRE,170,Group Technology Management
2018-10,INSIGHTSRE,21725,Utilization
2019-08,DOCSEARCH,572,Utilization
2018-08,PYTHIA,489,Utilization
2019-05,GEORE1,6,Azure
2019-07,SISLAB,1,Azure
2019-06,SISLAB,0,Azure
2019-04,TMA,1,Swisscom
2019-05,DATAROBOT,462,Swisscom
2019-02,INSIGHTSRE,2,Swisscom
2019-07,DATAROBOT,1,Swisscom
2019-05,SISLAB,10131,Swisscom
2019-03,DSC,2527,Swisscom
2019-07,SISLAB,2,Azure
2019-02,GEORE1,2,Azure
2019-02,SISLAB,0,Azure
2019-04,TMA,131,Azure
2019-05,SISLAB,0,Azure
2019-06,PYTHIA,144,Swisscom
2019-01,DSW,8148,Utilization
2019-02,TMA,1226,Utilization
2019-06,INSIGHTSRE,733,Utilization
2017-02,DSW,489,Utilization
2019-01,DNA,213,Group Technology Management
2019-04,DOCPROXY,170,Group Technology Management
2019-04,TMA,170,Group Technology Management
2019-09,GEORE1,170,Group Technology Management
2019-09,OCR,92,Group Technology Management
2019-02,SISLAB,9293,Group Technology Management
2018-09,TMA,24797,Utilization
2018-07,OCR,12716,Utilization
2018-01,DSW,9908,Utilization
2019-05,TMA,1226,Utilization
2017-05,DSW,1671,Utilization
2017-08,DSW,1671,Utilization
2017-08,SAMS,805,Utilization
2019-08,SISLAB,2,Azure
2019-02,PYTHIA,0,Azure
2019-07,SISLAB,150,Azure
2019-09,SAMS,117,Group Technology Management
2019-05,OCR,170,Group Technology Management
2019-04,DOCSEARCH,170,Group Technology Management
2019-09,TMA,170,Group Technology Management
2019-05,DNA,1272,Swisscom
2019-04,SISLAB,9798,Swisscom
2019-02,TMA,178,Swisscom
2019-09,DATAROBOT,0,Swisscom
2019-08,INSIGHTSRE,170,Group Technology Management
2019-09,DNA,213,Group Technology Management
2019-02,TMA,170,Group Technology Management
2019-07,TMA,153,Group Technology Management
2019-05,SISLAB,2,Azure
2019-05,DSW,32,Swisscom
2019-06,SAMS,10,Swisscom
2019-04,DATAROBOT,42,Swisscom
2019-04,INSIGHTSRE,5162,Swisscom
2017-02,DOCSEARCH,23670,Utilization
2017-10,DNA,7407,Utilization
2017-09,DSW,6682,Utilization
2019-05,TMA,2639,Utilization
2018-02,SAMS,644,Utilization
2019-09,TMA,27,Azure
2019-08,GEORE1,0,Azure
2019-07,PYTHIA,5,Azure
2019-01,GEORE1,0,Azure
2019-09,GEORE1,0,Azure
2019-04,TMA,0,Azure
2018-03,TMA,65213,Utilization
2019-03,DSW,22865,Utilization
2018-10,DSW,0,Utilization
2019-08,INSIGHTSRE,12350,Swisscom
2019-01,TMA,83,Swisscom
2019-07,TMA,157,Swisscom
2019-03,INSIGHTSRE,12,Swisscom
2019-05,SISLAB,15,Swisscom
2019-07,TMA,20,Swisscom
2019-06,INSIGHTSRE,13304,Swisscom
2019-05,DSW,6,Swisscom
2019-06,SAMS,1,Swisscom
2019-08,DSC,12,Swisscom
2019-08,SISLAB,11814,Swisscom
2019-09,DSW,4480,Swisscom
2019-02,SISLAB,2894,Swisscom
2019-01,PYTHIA,30,Swisscom
2019-02,OCR,133,Group Technology Management
2019-09,INSIGHTSRE,170,Group Technology Management
2019-04,DOCSEARCH,170,Group Technology Management
2018-05,INSIGHTSRE,23536,Utilization
2019-06,SISLAB,0,Azure
2019-05,SISLAB,0,Azure
2019-07,TMA,0,Azure
2019-03,SISLAB,122,Azure
2019-08,SISLAB,2,Azure
2019-01,SISLAB,182,Swisscom
2019-06,TMA,382,Swisscom
2019-09,TMA,9,Swisscom
2019-06,DSW,60,Swisscom
2019-08,DSC,3263,Swisscom
2019-06,DSC,2449,Swisscom
2019-01,TMA,6,Swisscom
2018-10,TMA,33009,Utilization
2017-05,TMA,3958,Utilization
2019-03,OCR,170,Group Technology Management
2019-05,GEORE1,299,Azure
2019-05,SISLAB,5,Azure
2019-06,OCR,187,Group Technology Management
2019-02,INSIGHTSRE,605,Group Technology Management
2018-06,INSIGHTSRE,409,Utilization
2019-09,TMA,6,Swisscom
2019-01,SISLAB,165,Swisscom
2019-06,INSIGHTSRE,3321,Swisscom
2019-04,TMA,4891,Utilization
2017-01,TMA,3958,Utilization
2018-12,TMA,1226,Utilization
2017-10,OCR,817,Utilization
2019-01,SISLAB,0,Azure
2019-09,SISLAB,75,Azure
2019-09,SISLAB,0,Azure
2019-02,DOCSEARCH,170,Group Technology Management
2019-08,DATAROBOT,170,Group Technology Management
2019-03,TMA,170,Group Technology Management
2019-09,PYTHIA,170,Group Technology Management
2019-02,TMA,917,Group Technology Management
2019-04,DSW,1220,Swisscom
2019-03,SISLAB,2107,Swisscom
2019-05,DSC,3518,Swisscom
2019-03,PYTHIA,148,Swisscom
2019-01,GEORE1,28,Azure
2019-07,GEORE1,0,Azure
2019-08,GEORE1,0,Azure
2019-08,SISLAB,2,Azure
2019-04,GEORE1,0,Azure
2017-07,DNA,6682,Utilization
2019-05,INSIGHTSRE,6682,Utilization
2019-04,SISLAB,1983,Swisscom
2019-04,DSW,6859,Swisscom
2019-05,TMA,1333,Group Technology Management
2019-08,LHTI,55,Group Technology Management
2019-06,INSIGHTSRE,170,Group Technology Management
2019-09,PYTHIA,27,Swisscom
2019-01,INSIGHTSRE,1,Swisscom
2019-07,INSIGHTSRE,3432,Swisscom
2019-03,DSW,321,Swisscom
2019-07,GEORE1,4,Azure
2019-02,SISLAB,131,Azure
2017-04,DOCSEARCH,14170,Utilization
2017-06,DNA,13365,Utilization
2019-06,DNA,170,Group Technology Management
2019-07,INSIGHTSRE,170,Group Technology Management
2019-09,SISLAB,4018,Group Technology Management
2019-01,SISLAB,10754,Group Technology Management
2019-05,INSIGHTSRE,45,Group Technology Management
2019-06,SISLAB,5,Azure
2019-06,SISLAB,0,Azure
2019-09,SISLAB,0,Azure
2019-03,SAMS,23,Swisscom
2019-02,TMA,0,Swisscom
2019-06,PYTHIA,77,Swisscom
2019-07,SAMS,18,Swisscom
2019-07,PYTHIA,1127,Group Technology Management
2019-02,DOCSEARCH,550,Group Technology Management
2018-11,PYTHIA,1955,Utilization
2019-01,DSW,835,Utilization
2019-04,SAMS,170,Group Technology Management
2019-07,GEORE1,0,Azure
2019-06,GEORE1,0,Azure
2019-06,PYTHIA,0,Azure
2019-07,INSIGHTSRE,1504,Swisscom
2019-06,DSW,79,Swisscom
2019-02,TMA,20,Group Technology Management
2019-01,DOCSEARCH,1191,Group Technology Management
2019-05,DSC,1,Group Technology Management
2019-01,DSW,321,Swisscom
2017-01,DOCSEARCH,6521,Utilization
2017-04,DOCSEARCH,2717,Utilization
2017-09,DSW,0,Utilization
2017-09,SAMS,644,Utilization
2019-06,GEORE1,0,Azure
2019-06,SISLAB,0,Azure
2019-06,SISLAB,956,Azure
2019-01,SISLAB,170,Group Technology Management
2019-05,TMA,170,Group Technology Management
2019-08,SISLAB,0,Azure
2019-05,TMA,158,Azure
2019-06,SISLAB,1,Azure
2017-08,DOCSEARCH,817,Utilization
2019-03,SAMS,10,Swisscom
2019-09,DATAROBOT,178,Swisscom
2019-01,INSIGHTSRE,1303,Swisscom
2019-06,PYTHIA,64,Swisscom
2019-07,INSIGHTSRE,5395,Group Technology Management
2019-01,TMA,293,Group Technology Management
2019-02,OCR,170,Group Technology Management
2019-06,DOCSEARCH,170,Group Technology Management
2019-03,DOCSEARCH,1191,Group Technology Management
2018-09,INSIGHTSRE,13365,Utilization
2019-01,INSIGHTSRE,3285,Utilization
2019-08,TMA,1087,Utilization
2019-03,DNA,1272,Swisscom
2019-02,DSW,1077,Swisscom
2019-09,GEORE1,4,Azure
2019-05,GEORE1,0,Azure
2019-09,INSIGHTSRE,1727,Swisscom
2019-01,DATAROBOT,1,Swisscom
2019-02,DATAROBOT,1010,Swisscom
2019-06,INSIGHTSRE,8604,Swisscom
2019-02,TMA,2174,Utilization
2019-01,DOCPROXY,62,Group Technology Management
2019-01,DATAROBOT,411,Group Technology Management
2019-05,DNA,170,Group Technology Management
2019-05,SISLAB,0,Azure
2019-07,SISLAB,1,Azure
2019-05,SISLAB,7,Azure
2019-08,TMA,170,Group Technology Management
2019-09,TMA,170,Group Technology Management
2019-02,DSC,1,Group Technology Management
2018-01,TMA,35907,Utilization
2018-11,PYTHIA,1466,Utilization
2017-10,DNA,835,Utilization
2019-08,DSW,1139,Swisscom
2019-02,DSW,27,Swisscom
2019-07,GEORE1,1,Azure
2019-08,DATAROBOT,1467,Swisscom
2019-09,SISLAB,15,Swisscom
2019-01,TMA,255,Swisscom
2019-02,PYTHIA,5597,Utilization
2019-01,SISLAB,0,Azure
2019-07,SISLAB,1,Azure
2019-02,SISLAB,0,Azure
2019-03,WATSONEXP,170,Group Technology Management
2017-12,DSW,15035,Utilization
2019-03,INSIGHTSRE,15932,Utilization
2017-04,DSW,1671,Utilization
2019-08,OCR,409,Utilization
2019-05,SISLAB,0,Azure
2019-02,SISLAB,0,Azure
2019-06,GEORE1,78,Azure
2019-09,PYTHIA,0,Azure
2019-02,GEORE1,0,Azure
